birthplace,filename,native_language,sex,country,native_language_num,target_frequency,target,target_lbl
"lewisville, texas, usa",english63.mp3,english,male,usa,39,579,6,english
"montreal, quebec, canada",english64.mp3,english,female,canada,39,579,6,english
"lewistown, pennsylvania, usa",english65.mp3,english,male,usa,39,579,6,english
"baltimore, maryland, usa",english66.mp3,english,male,usa,39,579,6,english
"princeton, indiana, usa",english67.mp3,english,male,usa,39,579,6,english
"new york, new york, usa",english68.mp3,english,male,usa,39,579,6,english
"adelaide, australia",english69.mp3,english,male,australia,39,579,6,english
"macon, mississippi, usa",english7.mp3,english,male,usa,39,579,6,english
"beaumont, texas, usa",english70.mp3,english,male,usa,39,579,6,english
"fort worth, texas, usa",english572.mp3,english,male,usa,39,579,6,english
"west covina, california, usa",english71.mp3,english,male,usa,39,579,6,english
"darwin, australia",english73.mp3,english,male,australia,39,579,6,english
"wichita, kansas, usa",english74.mp3,english,male,usa,39,579,6,english
"idaho falls, idaho, usa",english75.mp3,english,male,usa,39,579,6,english
"boston, massachusetts, usa",english76.mp3,english,female,usa,39,579,6,english
"melbourne, australia",english77.mp3,english,male,australia,39,579,6,english
"caribou, maine, usa",english78.mp3,english,female,usa,39,579,6,english
"boston, massachusetts, usa",english79.mp3,english,male,usa,39,579,6,english
"perth, australia",english8.mp3,english,female,australia,39,579,6,english
"glasgow, scotland, uk",english80.mp3,english,male,uk,39,579,6,english
"st. paul, minnesota, usa",english81.mp3,english,male,usa,39,579,6,english
"chicago, illinois, usa",english82.mp3,english,female,usa,39,579,6,english
"kilkenny, ireland",english72.mp3,english,male,ireland,39,579,6,english
"danville, virginia, usa",english424.mp3,english,male,usa,39,579,6,english
"washington, dc, usa",english571.mp3,english,male,usa,39,579,6,english
"birmingham 1, uk",english57.mp3,english,male,uk,39,579,6,english
"vancouver, british columbia, canada",english543.mp3,english,female,canada,39,579,6,english
"toronto, ontario, canada",english542.mp3,english,male,canada,39,579,6,english
"fort lauderdale, florida, usa",english541.mp3,english,female,usa,39,579,6,english
"arlington, virginia, usa",english540.mp3,english,female,usa,39,579,6,english
"new albany, indiana, usa",english54.mp3,english,female,usa,39,579,6,english
"orange county, california, usa",english539.mp3,english,female,usa,39,579,6,english
"lyndhurst, virginia, usa",english538.mp3,english,female,usa,39,579,6,english
"woodbridge, virginia, usa",english537.mp3,english,female,usa,39,579,6,english
"richmond, virginia, usa",english536.mp3,english,female,usa,39,579,6,english
"plymouth, massachusetts, usa",english535.mp3,english,female,usa,39,579,6,english
"mineola, new york, usa",english534.mp3,english,female,usa,39,579,6,english
"fairfax, virginia, usa",english533.mp3,english,female,usa,39,579,6,english
"bristol, connecticut, usa",english532.mp3,english,female,usa,39,579,6,english
"nokesville, virginia, usa",english531.mp3,english,female,usa,39,579,6,english
"detroit, michigan, usa",english530.mp3,english,female,usa,39,579,6,english
"syracuse, new york, usa",english53.mp3,english,male,usa,39,579,6,english
"burlington, vermont, usa",english529.mp3,english,female,usa,39,579,6,english
"green bay, wisconsin, usa",english528.mp3,english,female,usa,39,579,6,english
"wynnewood, pennsylvania, usa",english527.mp3,english,female,usa,39,579,6,english
"woodbridge, virginia, usa",english526.mp3,english,male,usa,39,579,6,english
"albion, new york, usa",english525.mp3,english,female,usa,39,579,6,english
"downers grove, illinois, usa",english524.mp3,english,male,usa,39,579,6,english
"madison, wisconsin, usa",english523.mp3,english,female,usa,39,579,6,english
"hanover, new hampshire, usa",english544.mp3,english,male,usa,39,579,6,english
"tangier island, virginia, usa",english545.mp3,english,male,usa,39,579,6,english
"tangier island, virginia, usa",english546.mp3,english,female,usa,39,579,6,english
"tangier island, virginia, usa",english547.mp3,english,male,usa,39,579,6,english
"sydney, australia",english569.mp3,english,male,australia,39,579,6,english
"quincy, florida, usa",english568.mp3,english,female,usa,39,579,6,english
"new york, new york, usa",english567.mp3,english,male,usa,39,579,6,english
"derby, england, uk",english566.mp3,english,male,uk,39,579,6,english
"portland, oregon, usa",english565.mp3,english,female,usa,39,579,6,english
"casper, wyoming, usa",english564.mp3,english,male,usa,39,579,6,english
"manassas, virginia, usa",english563.mp3,english,male,usa,39,579,6,english
"florence, south carolina, usa",english562.mp3,english,female,usa,39,579,6,english
"yorktown, virginia, usa",english561.mp3,english,female,usa,39,579,6,english
"hartford, connecticut, usa",english560.mp3,english,female,usa,39,579,6,english
"londonderry, northern ireland, uk",english56.mp3,english,male,uk,39,579,6,english
"parma, ohio, usa",english570.mp3,english,female,usa,39,579,6,english
"reston, virginia, usa",english559.mp3,english,female,usa,39,579,6,english
"sharjah, united arab emirates",english557.mp3,english,female,united arab emirates,39,579,6,english
"brooklyn, new york, usa",english556.mp3,english,female,usa,39,579,6,english
"brooklyn, new york, usa",english555.mp3,english,male,usa,39,579,6,english
"hoffman estates, illinois, usa",english554.mp3,english,female,usa,39,579,6,english
"nashville, tennessee, usa",english553.mp3,english,male,usa,39,579,6,english
"bethesda, maryland, usa",english552.mp3,english,female,usa,39,579,6,english
"king george, virginia, usa",english551.mp3,english,female,usa,39,579,6,english
"fredericksburg, virginia, usa",english550.mp3,english,male,usa,39,579,6,english
"st. louis, missouri, usa",english55.mp3,english,female,usa,39,579,6,english
"exminister, uk",english549.mp3,english,female,uk,39,579,6,english
"dublin, ireland",english548.mp3,english,male,ireland,39,579,6,english
"queens, new york, usa",english558.mp3,english,male,usa,39,579,6,english
"baltimore, maryland, usa",english423.mp3,english,female,usa,39,579,6,english
"rochester, new york, usa",english422.mp3,english,male,usa,39,579,6,english
"landstuhl, germany",english421.mp3,english,male,germany,39,579,6,english
"lindenhurst, new york, usa",english297.mp3,english,male,usa,39,579,6,english
"edmonton, alberta, canada",english296.mp3,english,female,canada,39,579,6,english
"airdrie, alberta, canada",english295.mp3,english,male,canada,39,579,6,english
"naracoorte, australia",english294.mp3,english,female,australia,39,579,6,english
"billings, montana, usa",english293.mp3,english,female,usa,39,579,6,english
"kansas city, missouri, usa",english292.mp3,english,male,usa,39,579,6,english
"belize city, belize",english291.mp3,english,male,belize,39,579,6,english
"duluth, georgia, usa",english290.mp3,english,male,usa,39,579,6,english
"lindsay, ontario, canada",english29.mp3,english,female,canada,39,579,6,english
"fairfax, virginia, usa",english289.mp3,english,female,usa,39,579,6,english
"st. louis, missouri, usa",english288.mp3,english,female,usa,39,579,6,english
"singapore, singapore",english287.mp3,english,female,singapore,39,579,6,english
"beaumont, texas, usa",english286.mp3,english,female,usa,39,579,6,english
"melbourne, australia",english285.mp3,english,male,australia,39,579,6,english
"gainesville, florida, usa",english284.mp3,english,male,usa,39,579,6,english
"pelham, new york, usa",english283.mp3,english,male,usa,39,579,6,english
"tampa, florida, usa",english282.mp3,english,male,usa,39,579,6,english
"ramsey mn, minnesota, usa",english281.mp3,english,male,usa,39,579,6,english
"ramsey, isle of man",english280.mp3,english,female,isle of man,39,579,6,english
"toronto, ontario, canada",english28.mp3,english,male,canada,39,579,6,english
"singapore, singapore",english279.mp3,english,female,singapore,39,579,6,english
"augusta, georgia, usa",english278.mp3,english,female,usa,39,579,6,english
"hudson, new york, usa",english277.mp3,english,female,usa,39,579,6,english
"lismore, new south wales, australia",english298.mp3,english,male,australia,39,579,6,english
"windsor, ontario, canada",english299.mp3,english,male,canada,39,579,6,english
"brisbane, australia",english3.mp3,english,female,australia,39,579,6,english
"st. mary's, ontario, canada",english30.mp3,english,female,canada,39,579,6,english
"brooklyn, new york, usa",english321.mp3,english,male,usa,39,579,6,english
"maryland county, liberia",english320.mp3,english,female,liberia,39,579,6,english
"fresno, california, usa",english32.mp3,english,female,usa,39,579,6,english
"grimsby, lincolnshire, uk",english319.mp3,english,male,uk,39,579,6,english
"sarnia, ontario, canada",english318.mp3,english,male,canada,39,579,6,english
"burlington, vermont, usa",english317.mp3,english,male,usa,39,579,6,english
"sacramento, california, usa",english316.mp3,english,male,usa,39,579,6,english
"los angeles, california, usa",english315.mp3,english,male,usa,39,579,6,english
"memphis, tennessee, usa",english314.mp3,english,female,usa,39,579,6,english
"silver spring, maryland, usa",english313.mp3,english,male,usa,39,579,6,english
"edmonton, alberta, canada",english312.mp3,english,female,canada,39,579,6,english
"chattanooga, tennessee, usa",english276.mp3,english,female,usa,39,579,6,english
"detroit, michigan, usa",english311.mp3,english,female,usa,39,579,6,english
"st. augustine, trinidad",english31.mp3,english,female,trinidad,39,579,6,english
"dunedin, new zealand",english309.mp3,english,female,new zealand,39,579,6,english
"cardiff, wales, uk",english308.mp3,english,male,uk,39,579,6,english
"alexandria, va, usa",english307.mp3,english,male,usa,39,579,6,english
"london, uk",english306.mp3,english,female,uk,39,579,6,english
"la paz, bolivia",english305.mp3,english,female,bolivia,39,579,6,english
"clare, ireland",english304.mp3,english,female,ireland,39,579,6,english
"anaheim, california, usa",english303.mp3,english,female,usa,39,579,6,english
"melbourne, australia",english302.mp3,english,male,australia,39,579,6,english
"toronto, ontario, canada",english301.mp3,english,male,canada,39,579,6,english
"dublin, ireland",english300.mp3,english,male,ireland,39,579,6,english
"oxford, uk",english310.mp3,english,female,uk,39,579,6,english
"yorkton, saskatchewan, canada",english322.mp3,english,male,canada,39,579,6,english
"clifton, new jersey, usa",english275.mp3,english,female,usa,39,579,6,english
"blue bell, pennsylvania, usa",english273.mp3,english,male,usa,39,579,6,english
"prince rupert, british columbia, canada",english247.mp3,english,male,canada,39,579,6,english
"los angeles, california, usa",english246.mp3,english,male,usa,39,579,6,english
"pittsburgh, pennsylvania, usa",english245.mp3,english,male,usa,39,579,6,english
"san francisco, california, usa",english244.mp3,english,male,usa,39,579,6,english
"fredericton, new brunswick, canada",english243.mp3,english,male,canada,39,579,6,english
"laurel, mississippi, usa",english242.mp3,english,female,usa,39,579,6,english
"wanganui, new zealand",english241.mp3,english,female,new zealand,39,579,6,english
"guelph, ontario, canada",english240.mp3,english,male,canada,39,579,6,english
"glasgow, scotland, uk",english24.mp3,english,male,uk,39,579,6,english
"fort kobbe, panama",english239.mp3,english,male,panama,39,579,6,english
"vancouver, british  columbia, canada",english238.mp3,english,female,canada,39,579,6,english
"jeffersonville, ohio, usa",english237.mp3,english,female,usa,39,579,6,english
"st. charles, illinois, usa",english236.mp3,english,male,usa,39,579,6,english
"richmond, virginia, usa",english235.mp3,english,female,usa,39,579,6,english
"bloomington, indiana, usa",english234.mp3,english,male,usa,39,579,6,english
"edmonton, alberta, canada",english233.mp3,english,female,canada,39,579,6,english
"metairie, louisiana, usa",english232.mp3,english,female,usa,39,579,6,english
"tampa, florida, usa",english231.mp3,english,male,usa,39,579,6,english
"launceston, tasmania, australia",english230.mp3,english,male,australia,39,579,6,english
"englewood, tennessee, usa",english23.mp3,english,male,usa,39,579,6,english
"burlington, vermont, usa",english229.mp3,english,male,usa,39,579,6,english
"glasgow, scotland, uk",english228.mp3,english,female,uk,39,579,6,english
"camberley, surrey, uk",english227.mp3,english,female,uk,39,579,6,english
"philadelphia, pennsylvania, usa",english248.mp3,english,female,usa,39,579,6,english
"boston, massachusetts, usa",english249.mp3,english,female,usa,39,579,6,english
"atlanta, georgia, usa",english25.mp3,english,male,usa,39,579,6,english
"chester, england, uk",english250.mp3,english,male,uk,39,579,6,english
"dallas, texas, usa",english272.mp3,english,male,usa,39,579,6,english
"brooklyn, new york, usa",english6.mp3,english,female,usa,39,579,6,english
"cape town, south africa",english270.mp3,english,male,south africa,39,579,6,english
"smith island, maryland, usa",english27.mp3,english,female,usa,39,579,6,english
"adelaide, australia",english269.mp3,english,female,australia,39,579,6,english
"leeds, uk",english268.mp3,english,female,uk,39,579,6,english
"leeds, uk",english267.mp3,english,male,uk,39,579,6,english
"san diego, california, usa",english266.mp3,english,male,usa,39,579,6,english
"vancouver wa, washington, usa",english265.mp3,english,male,usa,39,579,6,english
"freemont, california, usa",english264.mp3,english,male,usa,39,579,6,english
"oak forest, illinois, usa",english263.mp3,english,male,usa,39,579,6,english
"sydney, australia",english274.mp3,english,female,australia,39,579,6,english
"naylor, maryland, usa",english262.mp3,english,male,usa,39,579,6,english
"phoenix, arizona, usa",english260.mp3,english,female,usa,39,579,6,english
"smith island, maryland, usa",english26.mp3,english,male,usa,39,579,6,english
"singapore, singapore",english259.mp3,english,male,singapore,39,579,6,english
"kilkenny, ireland",english258.mp3,english,male,ireland,39,579,6,english
"san diego, california, usa",english257.mp3,english,male,usa,39,579,6,english
"laurinburg, north carolina, usa",english256.mp3,english,male,usa,39,579,6,english
"oamaru, new zealand",english255.mp3,english,female,new zealand,39,579,6,english
"eugene, oregon, usa",english254.mp3,english,male,usa,39,579,6,english
"dublin, ireland",english253.mp3,english,male,ireland,39,579,6,english
"san jose ca, california, usa",english252.mp3,english,female,usa,39,579,6,english
"mt. kisco, new york, usa",english251.mp3,english,male,usa,39,579,6,english
"forestville, maryland, usa",english261.mp3,english,female,usa,39,579,6,english
"dundee, scotland, uk",english225.mp3,english,male,uk,39,579,6,english
"regina, saskatchewan, canada",english323.mp3,english,female,canada,39,579,6,english
"reading, pennsylvania, usa",english325.mp3,english,male,usa,39,579,6,english
"orange, virginia, usa",english396.mp3,english,female,usa,39,579,6,english
"alexandria, virginia, usa",english395.mp3,english,male,usa,39,579,6,english
"aiken, south carolina, usa",english394.mp3,english,female,usa,39,579,6,english
"washington, district of columbia, usa",english393.mp3,english,female,usa,39,579,6,english
"warrenton, virginia, usa",english392.mp3,english,male,usa,39,579,6,english
"milton, florida, usa",english391.mp3,english,female,usa,39,579,6,english
"milwaukee, wisconsin, usa",english390.mp3,english,male,usa,39,579,6,english
"new orleans, louisiana, usa",english39.mp3,english,female,usa,39,579,6,english
"aldie, virginia, usa",english389.mp3,english,female,usa,39,579,6,english
"bluefield, west virginia, usa",english388.mp3,english,female,usa,39,579,6,english
"lancaster, california, usa",english387.mp3,english,female,usa,39,579,6,english
"los angeles, california, usa",english386.mp3,english,female,usa,39,579,6,english
"mcveigh, kentucky, usa",english385.mp3,english,female,usa,39,579,6,english
"williamson, west virginia, usa",english384.mp3,english,male,usa,39,579,6,english
"washington, district of columbia, usa",english383.mp3,english,female,usa,39,579,6,english
"arlington, virginia, usa",english382.mp3,english,male,usa,39,579,6,english
"pike county, kentucky, usa",english381.mp3,english,male,usa,39,579,6,english
"roanoke, virginia, usa",english380.mp3,english,female,usa,39,579,6,english
"littlehampton, uk",english38.mp3,english,male,uk,39,579,6,english
"summit, new jersey, usa",english379.mp3,english,male,usa,39,579,6,english
"silver spring, maryland, usa",english378.mp3,english,female,usa,39,579,6,english
"trenton, michigan, usa",english377.mp3,english,female,usa,39,579,6,english
"pasadena, california, usa",english376.mp3,english,male,usa,39,579,6,english
"wadesboro, north carolina, usa",english397.mp3,english,female,usa,39,579,6,english
"salisbury, north carolina, usa",english398.mp3,english,female,usa,39,579,6,english
"la grange, georgia, usa",english399.mp3,english,female,usa,39,579,6,english
"saint anne's bay, jamaica",english4.mp3,english,female,jamaica,39,579,6,english
"auckland, new zealand",english420.mp3,english,male,new zealand,39,579,6,english
"nigel, south africa",english42.mp3,english,male,south africa,39,579,6,english
"youngstown, ohio, usa",english419.mp3,english,male,usa,39,579,6,english
"arlington, virginia",english418.mp3,english,male,virginia,39,579,6,english
"cardiff, wales, uk",english417.mp3,english,female,uk,39,579,6,english
"sydney, australia",english416.mp3,english,male,australia,39,579,6,english
"woonsocket, rhode island, usa",english415.mp3,english,male,usa,39,579,6,english
"woonsocket, rhode island, usa",english414.mp3,english,female,usa,39,579,6,english
"manchester, england, uk",english413.mp3,english,female,uk,39,579,6,english
"washington, district of columbia, usa",english412.mp3,english,female,usa,39,579,6,english
"washington, district of columbia, usa",english411.mp3,english,female,usa,39,579,6,english
"manchester, connecticut, usa",english375.mp3,english,male,usa,39,579,6,english
"hamilton, new zealand",english410.mp3,english,male,new zealand,39,579,6,english
"maitland, australia",english409.mp3,english,female,australia,39,579,6,english
"lynwood, california, usa",english408.mp3,english,male,usa,39,579,6,english
"windsor, ontario, canada",english407.mp3,english,male,canada,39,579,6,english
"pensacola, florida, usa",english406.mp3,english,female,usa,39,579,6,english
"geelong, australia",english405.mp3,english,female,australia,39,579,6,english
"windsor, australia",english404.mp3,english,male,australia,39,579,6,english
"sydney, australia",english403.mp3,english,female,australia,39,579,6,english
"canberra, australia",english402.mp3,english,female,australia,39,579,6,english
"lucerne, switzerland",english401.mp3,english,male,switzerland,39,579,6,english
"shanklin, isle of wight, uk",english400.mp3,english,female,uk,39,579,6,english
"dudley, uk",english40.mp3,english,male,uk,39,579,6,english
"wellington, new zealand",english41.mp3,english,male,new zealand,39,579,6,english
"st. marys, ontario, canada",english324.mp3,english,male,canada,39,579,6,english
"milford haven, wales, uk",english374.mp3,english,male,uk,39,579,6,english
"christiansburg, virginia, usa",english372.mp3,english,male,usa,39,579,6,english
"east hartford, connecticut, usa",english346.mp3,english,male,usa,39,579,6,english
"kansas city, missouri, usa",english345.mp3,english,male,usa,39,579,6,english
"lumberton, north carolina, usa",english344.mp3,english,female,usa,39,579,6,english
"portland, maine, usa",english343.mp3,english,male,usa,39,579,6,english
"kansas city, missouri, usa",english342.mp3,english,male,usa,39,579,6,english
"new york, new york, usa",english341.mp3,english,female,usa,39,579,6,english
"charleston, west virginia, usa",english340.mp3,english,male,usa,39,579,6,english
"ronkonkoma, new york, usa",english34.mp3,english,female,usa,39,579,6,english
"chicago, illinois, usa",english339.mp3,english,male,usa,39,579,6,english
"sydney, australia",english338.mp3,english,female,australia,39,579,6,english
"jersey city, new jersey, usa",english337.mp3,english,female,usa,39,579,6,english
"baltimore, maryland, usa",english336.mp3,english,female,usa,39,579,6,english
"washington, district of columbia, usa",english335.mp3,english,male,usa,39,579,6,english
"derby, england, uk",english334.mp3,english,female,uk,39,579,6,english
"spokane, washington, usa",english333.mp3,english,female,usa,39,579,6,english
"baltimore, maryland, usa",english332.mp3,english,female,usa,39,579,6,english
"perth, australia",english331.mp3,english,female,australia,39,579,6,english
"augusta, georgia, usa",english330.mp3,english,female,usa,39,579,6,english
"san diego, california, usa",english33.mp3,english,male,usa,39,579,6,english
"boise, idaho, usa",english329.mp3,english,female,usa,39,579,6,english
"hollywood, florida, usa",english328.mp3,english,female,usa,39,579,6,english
"dunedin, florida, usa",english327.mp3,english,male,usa,39,579,6,english
"fairborn, ohio, usa",english326.mp3,english,male,usa,39,579,6,english
"burnsville, minnesota, usa",english347.mp3,english,female,usa,39,579,6,english
"las pinas, philippines",english348.mp3,english,female,philippines,39,579,6,english
"warrenton, virginia, usa",english349.mp3,english,female,usa,39,579,6,english
"milwaukee, wisconsin, usa",english35.mp3,english,female,usa,39,579,6,english
"colorado springs, colorado, usa",english371.mp3,english,female,usa,39,579,6,english
"pondicherry, india",english370.mp3,english,male,india,39,579,6,english
"yole, india",english37.mp3,english,female,india,39,579,6,english
"mcminnville, oregon, usa",english369.mp3,english,male,usa,39,579,6,english
"strattford-on-avon, uk",english368.mp3,english,male,uk,39,579,6,english
"birkenhead, uk",english367.mp3,english,female,uk,39,579,6,english
"bournesmouth, uk",english366.mp3,english,female,uk,39,579,6,english
"oxford, uk",english365.mp3,english,male,uk,39,579,6,english
"sydney, australia",english364.mp3,english,female,australia,39,579,6,english
"castle donington, uk",english363.mp3,english,male,uk,39,579,6,english
"cork, ireland",english362.mp3,english,male,ireland,39,579,6,english
"russellville, kentucky, usa",english373.mp3,english,male,usa,39,579,6,english
"burnsville, minnesota, usa",english361.mp3,english,female,usa,39,579,6,english
"arcadia, wisconsin, usa",english36.mp3,english,male,usa,39,579,6,english
"sackville, new brunswick, canada",english359.mp3,english,male,canada,39,579,6,english
"fredericton, new brunswick, canada",english358.mp3,english,male,canada,39,579,6,english
"alto, georgia, usa",english357.mp3,english,male,usa,39,579,6,english
"morden, manitoba, canada",english356.mp3,english,female,canada,39,579,6,english
"los angeles, california, usa",english355.mp3,english,male,usa,39,579,6,english
"christchurch, new zealand",english354.mp3,english,female,new zealand,39,579,6,english
"saskatoon, saskatchewan, canada",english353.mp3,english,male,canada,39,579,6,english
"singapore, singapore",english352.mp3,english,male,singapore,39,579,6,english
"carthage, missouri, usa",english351.mp3,english,male,usa,39,579,6,english
"polesworth, staffordshire, uk",english350.mp3,english,female,uk,39,579,6,english
"erie, pennsylvania, usa",english360.mp3,english,female,usa,39,579,6,english
"cape town, south africa",english271.mp3,english,female,south africa,39,579,6,english
